slug,symbol,name,date,ranknow,open,high,low,close,volume,market,close_ratio,spread
bitcoin,BTC,Bitcoin,2015-05-11,1,240.3,244.27,239.38,242.16,20892300,3426529646,0.5685,4.89
bitcoin,BTC,Bitcoin,2015-05-12,1,242.15,242.88,240.1,241.11,19282600,3412644998,0.3633,2.78
bitcoin,BTC,Bitcoin,2015-05-13,1,241.4,243.7,235.04,236.38,27180100,3346584200,0.1547,8.66
bitcoin,BTC,Bitcoin,2015-05-14,1,236.21,237.8,234.06,236.93,24413700,3355311496,0.7674,3.74
bitcoin,BTC,Bitcoin,2015-05-15,1,236.96,238.75,236.79,237.6,16329400,3365752047,0.4133,1.96
bitcoin,BTC,Bitcoin,2015-05-16,1,237.64,237.7,235.29,236.15,11089700,3345969203,0.3568,2.41
bitcoin,BTC,Bitcoin,2015-05-17,1,236.01,238.02,236.01,236.8,11134300,3356176986,0.393,2.01
bitcoin,BTC,Bitcoin,2015-05-18,1,236.89,237.21,232.46,233.13,16780300,3304944920,0.1411,4.75
bitcoin,BTC,Bitcoin,2015-05-19,1,233.04,234.15,231.82,231.95,14241900,3288950473,0.0558,2.33
bitcoin,BTC,Bitcoin,2015-05-20,1,231.89,234.68,231.84,234.02,15499400,3319170901,0.7676,2.84
bitcoin,BTC,Bitcoin,2015-05-21,1,234.02,236.24,233.84,235.34,15108900,3338890048,0.625,2.4
bitcoin,BTC,Bitcoin,2015-05-22,1,235.32,240.97,235.06,240.35,27003000,3410712372,0.8951,5.91
bitcoin,BTC,Bitcoin,2015-05-23,1,240.29,241.02,238.69,238.87,14605000,3390435704,0.0773,2.33
bitcoin,BTC,Bitcoin,2015-05-24,1,238.98,241.98,238.81,240.95,11508000,3420845884,0.6751,3.17
bitcoin,BTC,Bitcoin,2015-05-25,1,240.93,241.02,236.64,237.11,14423900,3367127977,0.1073,4.38
bitcoin,BTC,Bitcoin,2015-05-26,1,237.1,238.24,235.69,237.12,16425000,3368066799,0.5608,2.55
bitcoin,BTC,Bitcoin,2015-05-27,1,237.07,238.64,236.7,237.28,18837000,3371257543,0.299,1.94
bitcoin,BTC,Bitcoin,2015-05-28,1,237.26,237.82,236.65,237.41,13829600,3373816958,0.6496,1.17
bitcoin,BTC,Bitcoin,2015-05-29,1,237.38,237.52,235.73,237.1,14805000,3370295930,0.7654,1.79
bitcoin,BTC,Bitcoin,2015-05-30,1,237.09,237.09,232.05,233.35,14098600,3317769214,0.2579,5.04
bitcoin,BTC,Bitcoin,2015-05-31,1,233.13,233.25,229.54,230.19,14730800,3273756425,0.1752,3.71
bitcoin,BTC,Bitcoin,2015-06-01,1,230.23,231.71,221.3,222.93,26090500,3171172508,0.1566,10.41
bitcoin,BTC,Bitcoin,2015-06-02,1,222.89,226.42,222.42,225.8,20459000,3212962177,0.845,4
bitcoin,BTC,Bitcoin,2015-06-03,1,225.74,227.4,223.93,225.87,17752400,3214774292,0.5591,3.47
bitcoin,BTC,Bitcoin,2015-06-04,1,225.77,226.58,224.05,224.32,14728100,3193504505,0.1067,2.53
bitcoin,BTC,Bitcoin,2015-06-05,1,224.15,225.97,223.18,224.95,18056500,3203220875,0.6344,2.79
bitcoin,BTC,Bitcoin,2015-06-06,1,225.01,225.72,224.38,225.62,11131500,3213722676,0.9254,1.34
bitcoin,BTC,Bitcoin,2015-06-07,1,225.6,226.19,222.65,222.88,13318400,3175547196,0.065,3.54
bitcoin,BTC,Bitcoin,2015-06-08,1,222.88,229.46,222.84,228.49,23378400,3256350969,0.8535,6.62
bitcoin,BTC,Bitcoin,2015-06-09,1,228.54,230.95,227.93,229.05,28353100,3265176585,0.3709,3.02
bitcoin,BTC,Bitcoin,2015-06-10,1,228.99,229.78,228.01,228.8,15904800,3262644979,0.4463,1.77
bitcoin,BTC,Bitcoin,2015-06-11,1,228.85,230.29,228.77,229.71,14416000,3276293900,0.6184,1.52
bitcoin,BTC,Bitcoin,2015-06-12,1,229.71,231.06,229.31,229.98,14017700,3281061201,0.3829,1.75
bitcoin,BTC,Bitcoin,2015-06-13,1,229.92,232.65,229.21,232.4,13305300,3316504361,0.9273,3.44
bitcoin,BTC,Bitcoin,2015-06-14,1,232.44,234.86,232,233.54,12165900,3333657006,0.5385,2.86
bitcoin,BTC,Bitcoin,2015-06-15,1,233.42,237.84,233.42,236.82,19912100,3381329191,0.7692,4.42
bitcoin,BTC,Bitcoin,2015-06-16,1,236.76,251.74,236.12,250.9,41612000,3582987588,0.9462,15.62
bitcoin,BTC,Bitcoin,2015-06-17,1,250.82,256.85,246.48,249.28,43858400,3560953387,0.27,10.37
bitcoin,BTC,Bitcoin,2015-06-18,1,249.43,252.11,244.13,249.01,30980200,3557986321,0.6115,7.98
bitcoin,BTC,Bitcoin,2015-06-19,1,249.04,250.98,243.79,244.61,23965300,3495994564,0.114,7.19
bitcoin,BTC,Bitcoin,2015-06-20,1,244.53,245.83,240.63,245.21,20608100,3505477188,0.8808,5.2
bitcoin,BTC,Bitcoin,2015-06-21,1,245.1,245.22,241.88,243.94,10600900,3488106467,0.6168,3.34
bitcoin,BTC,Bitcoin,2015-06-22,1,243.97,247.92,243.78,246.99,17692500,3532599174,0.7754,4.14
bitcoin,BTC,Bitcoin,2015-06-23,1,246.93,247.3,243.13,244.3,15108700,3494929113,0.2806,4.17
bitcoin,BTC,Bitcoin,2015-06-24,1,244.28,244.34,240.51,240.51,17344900,3441763637,0,3.83
bitcoin,BTC,Bitcoin,2015-06-25,1,240.37,243.33,240.37,242.8,16133100,3475370256,0.8209,2.96
bitcoin,BTC,Bitcoin,2015-06-26,1,242.6,243.75,241.55,243.59,13983500,3487699724,0.9273,2.2
bitcoin,BTC,Bitcoin,2015-06-27,1,243.55,251.34,243.12,250.99,20488600,3594402691,0.9574,8.22
bitcoin,BTC,Bitcoin,2015-06-28,1,250.96,251.17,247.43,249.01,15137600,3566939394,0.4225,3.74
bitcoin,BTC,Bitcoin,2015-06-29,1,248.72,257.17,248.58,257.06,34742900,3683193712,0.9872,8.59
bitcoin,BTC,Bitcoin,2015-06-30,1,257.04,267.87,255.95,263.07,44533800,3770229522,0.5973,11.92
bitcoin,BTC,Bitcoin,2015-07-01,1,263.35,265.17,255.77,258.62,27029800,3707306173,0.3032,9.4
bitcoin,BTC,Bitcoin,2015-07-02,1,258.55,261.63,254.12,255.41,21551900,3662295200,0.1718,7.51
bitcoin,BTC,Bitcoin,2015-07-03,1,255.46,257.08,253.51,256.34,19033800,3676575981,0.7927,3.57
bitcoin,BTC,Bitcoin,2015-07-04,1,256.49,261.46,254.2,260.89,15620400,3742827088,0.9215,7.26
bitcoin,BTC,Bitcoin,2015-07-05,1,260.8,274.51,258.7,271.91,44156100,3901985539,0.8355,15.81
bitcoin,BTC,Bitcoin,2015-07-06,1,271.11,277.42,267.6,269.03,49154800,3861831490,0.1456,9.82
bitcoin,BTC,Bitcoin,2015-07-07,1,269.96,271.34,264.83,266.21,28857600,3822200106,0.212,6.51
bitcoin,BTC,Bitcoin,2015-07-08,1,265.98,272.97,264.39,270.79,36980200,3889020940,0.7459,8.58
bitcoin,BTC,Bitcoin,2015-07-09,1,270.83,272.33,267.09,269.23,40301200,3867547719,0.4084,5.24
bitcoin,BTC,Bitcoin,2015-07-10,1,269.16,294.59,268.8,284.89,100390000,4093705987,0.6239,25.79
bitcoin,BTC,Bitcoin,2015-07-11,1,284.88,298.51,283.53,293.11,41109900,4212919911,0.6395,14.98
bitcoin,BTC,Bitcoin,2015-07-12,1,293.14,314.39,292.51,310.87,56405000,4469117252,0.8391,21.88
bitcoin,BTC,Bitcoin,2015-07-13,1,310.83,310.95,281.01,292.05,62053900,4199736520,0.3687,29.94
bitcoin,BTC,Bitcoin,2015-07-14,1,292.03,296.15,286.64,287.46,28727200,4134767190,0.0862,9.51
bitcoin,BTC,Bitcoin,2015-07-15,1,288.05,293.25,285.37,285.83,27486600,4112343300,0.0584,7.88
bitcoin,BTC,Bitcoin,2015-07-16,1,286.04,291.18,275.24,278.09,49482600,4001916229,0.1788,15.94
bitcoin,BTC,Bitcoin,2015-07-17,1,278.09,280.28,272.04,279.47,27591400,4022845730,0.9017,8.24
bitcoin,BTC,Bitcoin,2015-07-18,1,279.33,282.53,274.08,274.9,25187100,3958065833,0.097,8.45
bitcoin,BTC,Bitcoin,2015-07-19,1,274.77,275.67,272.51,273.61,15332500,3940581988,0.3481,3.16
bitcoin,BTC,Bitcoin,2015-07-20,1,273.5,278.98,272.96,278.98,22711400,4018965413,1,6.02
bitcoin,BTC,Bitcoin,2015-07-21,1,278.88,280.55,275.42,275.83,22930700,3974491489,0.0799,5.13
bitcoin,BTC,Bitcoin,2015-07-22,1,275.66,277.67,274.38,277.22,19389800,3995572964,0.8632,3.29
bitcoin,BTC,Bitcoin,2015-07-23,1,277.34,278.11,275.72,276.05,18531300,3979625902,0.1381,2.39
bitcoin,BTC,Bitcoin,2015-07-24,1,276.01,289.25,275.25,288.28,37199400,4157148934,0.9307,14
bitcoin,BTC,Bitcoin,2015-07-25,1,288.16,290.73,286,288.7,20662200,4164295442,0.5708,4.73
bitcoin,BTC,Bitcoin,2015-07-26,1,288.64,293.05,287.71,292.69,16032300,4222888242,0.9326,5.34
bitcoin,BTC,Bitcoin,2015-07-27,1,292.64,297.77,287.45,293.62,30592000,4237522843,0.5979,10.32
bitcoin,BTC,Bitcoin,2015-07-28,1,293.63,296.65,293.42,294.43,25453600,4250112630,0.3127,3.23
bitcoin,BTC,Bitcoin,2015-07-29,1,294.48,294.54,288.78,289.59,24672600,4181390010,0.1406,5.76
bitcoin,BTC,Bitcoin,2015-07-30,1,289.1,290.13,286.57,287.72,21635800,4155381827,0.323,3.56
bitcoin,BTC,Bitcoin,2015-07-31,1,287.7,288.96,282.34,284.65,23629100,4112089481,0.3489,6.62
bitcoin,BTC,Bitcoin,2015-08-01,1,284.69,284.93,278.11,281.6,18995000,4069120370,0.5117,6.82
bitcoin,BTC,Bitcoin,2015-08-02,1,280.45,283.03,277.53,282.61,17722200,4084832103,0.9236,5.5
bitcoin,BTC,Bitcoin,2015-08-03,1,282.81,285.47,280.23,281.23,21474100,4065895598,0.1908,5.24
bitcoin,BTC,Bitcoin,2015-08-04,1,281.23,285.71,281.23,285.22,21908700,4124558889,0.8906,4.48
bitcoin,BTC,Bitcoin,2015-08-05,1,284.85,285.5,281.49,281.88,20128000,4077254001,0.0973,4.01
bitcoin,BTC,Bitcoin,2015-08-06,1,281.91,281.91,278.4,278.58,18792100,4030445072,0.0513,3.51
bitcoin,BTC,Bitcoin,2015-08-07,1,278.74,280.39,276.37,279.58,42484800,4045993359,0.7985,4.02
bitcoin,BTC,Bitcoin,2015-08-08,1,279.74,279.93,260.71,261,58533000,3778049024,0.0151,19.22
bitcoin,BTC,Bitcoin,2015-08-09,1,261.12,267,260.47,265.08,23789600,3838130130,0.706,6.53
bitcoin,BTC,Bitcoin,2015-08-10,1,265.48,267.03,262.6,264.47,20979400,3830352069,0.4221,4.43
bitcoin,BTC,Bitcoin,2015-08-11,1,264.34,270.39,264.09,270.39,25433900,3917142819,1,6.3
bitcoin,BTC,Bitcoin,2015-08-12,1,270.6,270.67,265.47,266.38,26815400,3859888131,0.175,5.2
bitcoin,BTC,Bitcoin,2015-08-13,1,266.18,266.23,262.84,264.08,27685500,3827588724,0.3658,3.39
bitcoin,BTC,Bitcoin,2015-08-14,1,264.13,267.47,261.48,265.68,27091200,3851715726,0.7012,5.99
bitcoin,BTC,Bitcoin,2015-08-15,1,265.53,266.67,261.3,261.55,19321100,3792757590,0.0466,5.37
bitcoin,BTC,Bitcoin,2015-08-16,1,261.87,262.44,257.04,258.51,29717000,3749501856,0.2722,5.4
bitcoin,BTC,Bitcoin,2015-08-17,1,258.49,260.51,257.12,257.98,21617900,3742748055,0.2537,3.39
bitcoin,BTC,Bitcoin,2015-08-18,1,257.93,257.99,211.08,211.08,42147200,3063104570,0,46.91
bitcoin,BTC,Bitcoin,2015-08-19,1,225.67,237.41,222.77,226.68,60869200,3290448603,0.2671,14.64
bitcoin,BTC,Bitcoin,2015-08-20,1,226.9,237.37,226.9,235.35,32275000,3417123139,0.8071,10.47
bitcoin,BTC,Bitcoin,2015-08-21,1,235.35,236.43,231.72,232.57,23173800,3377704243,0.1805,4.71
bitcoin,BTC,Bitcoin,2015-08-22,1,232.66,234.96,222.7,230.39,23205900,3346961926,0.6272,12.26
bitcoin,BTC,Bitcoin,2015-08-23,1,230.38,232.71,225.58,228.17,18406600,3315466697,0.3633,7.13
bitcoin,BTC,Bitcoin,2015-08-24,1,228.11,228.14,210.44,210.49,59220700,3059460627,0.0028,17.7
bitcoin,BTC,Bitcoin,2015-08-25,1,210.07,226.32,199.57,221.61,61089200,3221751642,0.8239,26.75
bitcoin,BTC,Bitcoin,2015-08-26,1,222.08,231.18,220.2,225.83,31808000,3284040048,0.5128,10.98
bitcoin,BTC,Bitcoin,2015-08-27,1,226.05,228.64,223.68,224.77,21905400,3269360632,0.2198,4.96
bitcoin,BTC,Bitcoin,2015-08-28,1,224.7,235.22,220.93,231.4,31336600,3366649823,0.7327,14.29
bitcoin,BTC,Bitcoin,2015-08-29,1,231.55,233.22,227.33,229.78,17142500,3344063019,0.416,5.89
bitcoin,BTC,Bitcoin,2015-08-30,1,229.9,232.07,226.25,228.76,19412600,3330085315,0.4313,5.82
bitcoin,BTC,Bitcoin,2015-08-31,1,229.11,231.96,225.91,230.06,20710700,3349845416,0.686,6.05
bitcoin,BTC,Bitcoin,2015-09-01,1,230.26,231.22,226.86,228.12,20575200,3322548147,0.289,4.36
bitcoin,BTC,Bitcoin,2015-09-02,1,228.03,230.58,226.48,229.28,18760400,3340404203,0.6829,4.1
bitcoin,BTC,Bitcoin,2015-09-03,1,229.32,229.6,226.67,227.18,17482000,3310618588,0.1741,2.93
bitcoin,BTC,Bitcoin,2015-09-04,1,227.21,230.9,227.05,230.3,20962400,3356910010,0.8442,3.85
bitcoin,BTC,Bitcoin,2015-09-05,1,230.2,236.14,229.44,235.02,20671400,3426594646,0.8328,6.7
bitcoin,BTC,Bitcoin,2015-09-06,1,234.87,242.91,234.68,239.84,25473700,3497748612,0.627,8.23
bitcoin,BTC,Bitcoin,2015-09-07,1,239.93,242.11,238.72,239.85,21192200,3498762116,0.3333,3.39
bitcoin,BTC,Bitcoin,2015-09-08,1,239.85,245.78,239.68,243.61,26879200,3554439286,0.6443,6.1
bitcoin,BTC,Bitcoin,2015-09-09,1,243.41,244.42,237.82,238.17,23635700,3475960739,0.053,6.6
bitcoin,BTC,Bitcoin,2015-09-10,1,238.34,241.29,235.79,238.48,21215500,3481466104,0.4891,5.5
bitcoin,BTC,Bitcoin,2015-09-11,1,238.33,241.17,238.33,240.11,19224700,3506204486,0.6268,2.84
bitcoin,BTC,Bitcoin,2015-09-12,1,239.85,240.12,234.75,235.23,17962600,3435801820,0.0894,5.37
bitcoin,BTC,Bitcoin,2015-09-13,1,235.24,235.93,229.33,230.51,18478800,3367774557,0.1788,6.6
bitcoin,BTC,Bitcoin,2015-09-14,1,230.61,232.44,227.96,230.64,20997800,3370579521,0.5982,4.48
bitcoin,BTC,Bitcoin,2015-09-15,1,230.49,259.18,229.82,230.3,19177800,3366532054,0.0163,29.36
bitcoin,BTC,Bitcoin,2015-09-16,1,230.25,231.21,227.4,229.09,20144200,3349613966,0.4436,3.81
bitcoin,BTC,Bitcoin,2015-09-17,1,229.08,230.29,228.93,229.81,18935400,3360247349,0.6471,1.36
bitcoin,BTC,Bitcoin,2015-09-18,1,233.52,234.35,232.18,232.98,20242200,3408098085,0.3687,2.17
bitcoin,BTC,Bitcoin,2015-09-19,1,232.86,233.21,231.09,231.49,12712600,3387141915,0.1887,2.12
bitcoin,BTC,Bitcoin,2015-09-20,1,231.4,232.37,230.91,231.21,14444700,3383764499,0.2055,1.46
bitcoin,BTC,Bitcoin,2015-09-21,1,231.22,231.22,226.52,227.09,19678800,3324121324,0.1213,4.7
bitcoin,BTC,Bitcoin,2015-09-22,1,226.97,232.39,225.12,230.62,25009300,3376737583,0.7565,7.27
bitcoin,BTC,Bitcoin,2015-09-23,1,230.94,231.84,229.59,230.28,17254100,3372747846,0.3067,2.25
bitcoin,BTC,Bitcoin,2015-09-24,1,230.36,235.65,230.29,234.53,25097800,3435744312,0.791,5.36
bitcoin,BTC,Bitcoin,2015-09-25,1,234.36,237.43,233.68,235.14,22363600,3445723754,0.3893,3.75
bitcoin,BTC,Bitcoin,2015-09-26,1,235.08,235.4,233.36,234.34,13724100,3434809258,0.4804,2.04
bitcoin,BTC,Bitcoin,2015-09-27,1,234.14,234.53,232.48,232.76,14179900,3412467834,0.1366,2.05
bitcoin,BTC,Bitcoin,2015-09-28,1,232.84,239.34,232.47,239.14,24713000,3506933730,0.9709,6.87
bitcoin,BTC,Bitcoin,2015-09-29,1,239.02,239.8,235.93,236.69,22691300,3471967520,0.1964,3.87
bitcoin,BTC,Bitcoin,2015-09-30,1,236.64,237.73,235.63,236.06,19743500,3463625759,0.2048,2.1
bitcoin,BTC,Bitcoin,2015-10-01,1,236,238.45,235.62,237.55,20488800,3486370082,0.682,2.83
bitcoin,BTC,Bitcoin,2015-10-02,1,237.26,238.54,236.6,237.29,19677900,3483431578,0.3557,1.94
bitcoin,BTC,Bitcoin,2015-10-03,1,237.2,239.32,236.94,238.73,16482700,3505385987,0.7521,2.38
bitcoin,BTC,Bitcoin,2015-10-04,1,238.53,238.97,237.94,238.26,12999000,3499387367,0.3107,1.03
bitcoin,BTC,Bitcoin,2015-10-05,1,238.15,240.38,237.04,240.38,23335900,3531508720,1,3.34
bitcoin,BTC,Bitcoin,2015-10-06,1,240.36,246.93,240.14,246.06,27535100,3615828118,0.8719,6.79
bitcoin,BTC,Bitcoin,2015-10-07,1,246.17,246.68,242.59,242.97,22999200,3571170510,0.0929,4.09
bitcoin,BTC,Bitcoin,2015-10-08,1,243.07,244.25,242.18,242.3,18515300,3562238314,0.058,2.07
bitcoin,BTC,Bitcoin,2015-10-09,1,242.5,244.23,242.12,243.93,17353100,3586932176,0.8578,2.11
bitcoin,BTC,Bitcoin,2015-10-10,1,243.74,245.32,243.07,244.94,15912700,3602763687,0.8311,2.25
bitcoin,BTC,Bitcoin,2015-10-11,1,244.74,247.24,244.15,247.05,16827300,3634686068,0.9385,3.09
bitcoin,BTC,Bitcoin,2015-10-12,1,246.88,247.45,245.18,245.31,17388300,3609927997,0.0573,2.27
bitcoin,BTC,Bitcoin,2015-10-13,1,245.2,250.24,243.76,249.51,28198500,3672589342,0.8873,6.48
bitcoin,BTC,Bitcoin,2015-10-14,1,249.49,254.27,248.9,251.99,27462600,3710065546,0.5754,5.37
bitcoin,BTC,Bitcoin,2015-10-15,1,252.11,255.96,252.05,254.32,25223500,3745440578,0.5806,3.91
bitcoin,BTC,Bitcoin,2015-10-16,1,254.3,266.14,253.93,262.87,35901500,3872283809,0.7322,12.21
bitcoin,BTC,Bitcoin,2015-10-17,1,262.75,273.58,262.37,270.64,43199600,3987684186,0.7377,11.21
bitcoin,BTC,Bitcoin,2015-10-18,1,270.91,271.67,260.78,261.64,22434300,3856061829,0.079,10.89
bitcoin,BTC,Bitcoin,2015-10-19,1,261.86,264.82,260.95,263.44,25258800,3883581668,0.6434,3.87
bitcoin,BTC,Bitcoin,2015-10-20,1,263.57,270.83,263.23,269.46,30889800,3973292564,0.8197,7.6
bitcoin,BTC,Bitcoin,2015-10-21,1,269.31,270.77,263.84,266.27,25637300,3927192474,0.3506,6.93
bitcoin,BTC,Bitcoin,2015-10-22,1,266.5,276.51,266.14,274.02,37808600,4042524308,0.7599,10.37
bitcoin,BTC,Bitcoin,2015-10-23,1,273.65,278.68,273.54,276.5,29442500,4080023363,0.5759,5.14
bitcoin,BTC,Bitcoin,2015-10-24,1,276.5,281.71,276.5,281.65,25942400,4157184875,0.9885,5.21
bitcoin,BTC,Bitcoin,2015-10-25,1,281.45,294.06,281.45,283.68,45717100,4188180600,0.1768,12.61
bitcoin,BTC,Bitcoin,2015-10-26,1,283.63,285.3,280.51,285.3,32108800,4213260473,1,4.79
bitcoin,BTC,Bitcoin,2015-10-27,1,285.18,296.21,285.01,293.79,46331800,4339689442,0.7839,11.2
bitcoin,BTC,Bitcoin,2015-10-28,1,293.7,306.33,293.7,304.62,50808100,4500730950,0.8646,12.63
bitcoin,BTC,Bitcoin,2015-10-29,1,304.32,318.17,301.82,313.86,64495900,4638392428,0.7364,16.35
bitcoin,BTC,Bitcoin,2015-10-30,1,313.94,334.17,313.94,328.02,78305000,4849062146,0.696,20.23
bitcoin,BTC,Bitcoin,2015-10-31,1,328.51,332.78,309.25,314.17,48598100,4645486246,0.2091,23.53
bitcoin,BTC,Bitcoin,2015-11-01,1,315.01,327.47,311.88,325.43,37001100,4813287206,0.8691,15.59
bitcoin,BTC,Bitcoin,2015-11-02,1,325.94,365.36,323.21,361.19,101918000,5343556482,0.9011,42.15
bitcoin,BTC,Bitcoin,2015-11-03,1,361.87,417.9,357.65,403.42,206162000,5969855535,0.7597,60.25
bitcoin,BTC,Bitcoin,2015-11-04,1,403.66,495.56,380.55,411.56,263900000,6092006971,0.2696,115.01
bitcoin,BTC,Bitcoin,2015-11-05,1,408.08,447.56,374.58,386.35,151824992,5720251077,0.1613,72.98
bitcoin,BTC,Bitcoin,2015-11-06,1,388.05,395.84,354.02,374.47,122687000,5545657295,0.489,41.82
bitcoin,BTC,Bitcoin,2015-11-07,1,374.27,390.59,372.43,386.48,56625100,5725035162,0.7737,18.16
bitcoin,BTC,Bitcoin,2015-11-08,1,384.28,389.89,368.7,373.37,51817600,5532072311,0.2204,21.19
bitcoin,BTC,Bitcoin,2015-11-09,1,374.32,385.28,362.89,380.26,68224400,5635560843,0.7758,22.39
bitcoin,BTC,Bitcoin,2015-11-10,1,379.98,381.39,329.11,336.82,95797904,4993021697,0.1475,52.28
bitcoin,BTC,Bitcoin,2015-11-11,1,339.82,340.58,301,311.08,107070000,4612831323,0.2547,39.58
bitcoin,BTC,Bitcoin,2015-11-12,1,314.08,345.08,313.36,338.15,78477800,5015563456,0.7815,31.72
bitcoin,BTC,Bitcoin,2015-11-13,1,338.5,340.91,326.08,336.75,52003000,4996160115,0.7195,14.83
bitcoin,BTC,Bitcoin,2015-11-14,1,336.62,338.18,329.97,332.91,38612000,4940266781,0.3581,8.21
bitcoin,BTC,Bitcoin,2015-11-15,1,333.05,334.66,317.49,320.17,44213100,4752464063,0.1561,17.17
bitcoin,BTC,Bitcoin,2015-11-16,1,319.73,331.63,315.9,330.75,47980100,4911040461,0.9441,15.73
bitcoin,BTC,Bitcoin,2015-11-17,1,330.36,338.35,329.61,335.09,51001600,4976765824,0.627,8.74
bitcoin,BTC,Bitcoin,2015-11-18,1,334.59,336.53,330.64,334.59,43783800,4970560298,0.6706,5.89
bitcoin,BTC,Bitcoin,2015-11-19,1,334.68,335.33,325.27,326.15,45011100,4846272452,0.0875,10.06
bitcoin,BTC,Bitcoin,2015-11-20,1,326.41,326.47,312.22,322.02,53152900,4786301542,0.6877,14.25
bitcoin,BTC,Bitcoin,2015-11-21,1,322.09,328.16,319.6,326.93,28200500,4860628038,0.8563,8.56
bitcoin,BTC,Bitcoin,2015-11-22,1,326.98,327.01,321.26,324.54,23439400,4826466938,0.5704,5.75
bitcoin,BTC,Bitcoin,2015-11-23,1,324.35,325.12,321.29,323.05,27478900,4805632296,0.4595,3.83
bitcoin,BTC,Bitcoin,2015-11-24,1,323.01,323.06,318.12,320.05,29362600,4762244474,0.3907,4.94
bitcoin,BTC,Bitcoin,2015-11-25,1,320.05,329.13,316.77,328.21,41666900,4884886822,0.9256,12.36
bitcoin,BTC,Bitcoin,2015-11-26,1,328.3,366.76,328.23,352.68,106105000,5250750575,0.6346,38.53
bitcoin,BTC,Bitcoin,2015-11-27,1,351.86,363.59,347.87,358.04,55179100,5331719786,0.6469,15.72
bitcoin,BTC,Bitcoin,2015-11-28,1,357.14,359.54,352.17,357.38,36816600,5323252537,0.7069,7.37
bitcoin,BTC,Bitcoin,2015-11-29,1,357.47,371.94,355.67,371.29,40409300,5531872177,0.96,16.27
bitcoin,BTC,Bitcoin,2015-11-30,1,371.44,382.36,370.38,377.32,71701600,5623195997,0.5793,11.98
bitcoin,BTC,Bitcoin,2015-12-01,1,377.41,378.93,356.56,362.49,60452200,5403653927,0.2651,22.37
bitcoin,BTC,Bitcoin,2015-12-02,1,361.85,362.23,349.46,359.19,54160500,5355891235,0.7619,12.77
bitcoin,BTC,Bitcoin,2015-12-03,1,359.33,370.27,357.41,361.05,50714900,5384892776,0.283,12.86
bitcoin,BTC,Bitcoin,2015-12-04,1,361.26,363.52,355.76,363.18,35784100,5418154665,0.9562,7.76
bitcoin,BTC,Bitcoin,2015-12-05,1,363.72,389.79,363.23,388.95,66282200,5804247032,0.9684,26.56
bitcoin,BTC,Bitcoin,2015-12-06,1,389.55,402.81,387.09,388.78,77762000,5803305524,0.1075,15.72
bitcoin,BTC,Bitcoin,2015-12-07,1,389.98,399.97,385.41,395.54,63455800,5905560136,0.6957,14.56
bitcoin,BTC,Bitcoin,2015-12-08,1,395.75,415.56,389.95,415.56,57801400,6206381460,1,25.61
bitcoin,BTC,Bitcoin,2015-12-09,1,414.44,423.12,406.29,417.56,90917200,6238015413,0.6696,16.83
bitcoin,BTC,Bitcoin,2015-12-10,1,417.99,419.51,411.55,415.48,52138900,6209105142,0.4937,7.96
bitcoin,BTC,Bitcoin,2015-12-11,1,415.28,451.94,415.28,451.94,110944000,6755795193,1,36.66
bitcoin,BTC,Bitcoin,2015-12-12,1,452.33,469.1,410.74,435,131969000,6504325267,0.4157,58.36
bitcoin,BTC,Bitcoin,2015-12-13,1,431.66,441.68,426.27,433.76,55050600,6487293999,0.486,15.41
bitcoin,BTC,Bitcoin,2015-12-14,1,433.27,447.14,430.46,444.18,130496000,6645395797,0.8225,16.68
bitcoin,BTC,Bitcoin,2015-12-15,1,443.88,465.32,443.88,465.32,83121104,6963784692,1,21.44
bitcoin,BTC,Bitcoin,2015-12-16,1,465.21,465.21,443.85,454.93,107944000,6810202753,0.5187,21.36
bitcoin,BTC,Bitcoin,2015-12-17,1,454.78,457.86,448.86,456.08,47978400,6829095335,0.8022,9
bitcoin,BTC,Bitcoin,2015-12-18,1,455.85,465.18,454.94,463.62,60220100,6943912954,0.8477,10.24
bitcoin,BTC,Bitcoin,2015-12-19,1,463.55,465.58,456.77,462.32,47892700,6926346391,0.63,8.81
bitcoin,BTC,Bitcoin,2015-12-20,1,462.23,462.64,434.34,442.68,75409400,6633988873,0.2947,28.3
bitcoin,BTC,Bitcoin,2015-12-21,1,442.84,444.73,427.31,438.64,77639696,6574990256,0.6504,17.42
bitcoin,BTC,Bitcoin,2015-12-22,1,437.44,443.69,435.52,436.57,50840400,6545633139,0.1285,8.17
bitcoin,BTC,Bitcoin,2015-12-23,1,436.72,444.53,436.62,442.4,47161400,6634776277,0.7307,7.91
bitcoin,BTC,Bitcoin,2015-12-24,1,443.09,458.46,443.08,454.98,57157200,6825070740,0.7737,15.38
bitcoin,BTC,Bitcoin,2015-12-25,1,454.86,458.3,452.08,455.65,39078500,6836936569,0.574,6.22
bitcoin,BTC,Bitcoin,2015-12-26,1,455.76,457.49,405.76,417.27,116166000,6262844602,0.2225,51.73
bitcoin,BTC,Bitcoin,2015-12-27,1,416.51,424.01,408.88,422.82,53591200,6348296234,0.9213,15.13
bitcoin,BTC,Bitcoin,2015-12-28,1,423.34,429.77,418.48,422.28,49638600,6341733237,0.3366,11.29
bitcoin,BTC,Bitcoin,2015-12-29,1,422.1,432.98,420.63,432.98,51596500,6504194854,1,12.35
bitcoin,BTC,Bitcoin,2015-12-30,1,433.3,434.39,422.08,426.62,46889400,6410381455,0.3688,12.31
